So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH,So Mon Thi
3000246,3.8,5.75,3.6,-1.0,-1.0,-1.0,-1.0,3.5,6.0,8.0,5.83,6
3000247,5.4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.25,-1.0,-1.0,4
3000248,4.8,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.5,-1.0,-1.0,4
3000249,7.6,5.25,4.4,5.5,6.25,4.0,5.25,-1.0,-1.0,-1.0,-1.0,6
3000250,7.6,5.25,5.8,-1.0,-1.0,-1.0,-1.0,4.5,7.5,8.75,6.92,6
3000251,6.2,5.75,7.4,-1.0,-1.0,-1.0,-1.0,5.0,6.5,8.0,6.5,6
3000252,4.8,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.25,4.5,-1.0,-1.0,4
3000253,7.8,5.0,5.0,7.0,7.25,4.0,6.08,-1.0,-1.0,-1.0,-1.0,6
3000254,5.8,5.75,4.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,8.0,6.0,6
3000255,4.6,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.5,-1.0,-1.0,4
3000256,2.6,-1.0,2.4,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000257,7.2,6.25,5.4,-1.0,-1.0,-1.0,-1.0,4.0,6.75,8.25,6.33,6
3000258,4.4,6.5,4.6,-1.0,-1.0,-1.0,-1.0,5.75,6.25,9.0,7.0,6
3000259,7.0,6.75,8.2,-1.0,-1.0,-1.0,-1.0,7.5,7.5,8.75,7.92,6
3000260,7.8,5.25,5.6,5.75,3.75,4.75,4.75,-1.0,-1.0,-1.0,-1.0,6
3000261,7.0,6.75,7.6,7.0,4.25,5.25,5.5,-1.0,-1.0,-1.0,-1.0,6
3000262,6.4,6.25,6.2,-1.0,-1.0,-1.0,-1.0,6.25,7.5,9.0,7.58,6
3000263,6.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.75,-1.0,-1.0,4
3000264,6.6,5.25,3.0,4.0,4.75,5.0,4.58,-1.0,-1.0,-1.0,-1.0,6
3000265,5.2,5.0,4.0,-1.0,-1.0,-1.0,-1.0,3.0,6.5,7.25,5.58,6
3000266,5.6,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,6.0,-1.0,-1.0,4
3000267,7.8,6.5,4.8,6.5,6.0,5.0,5.83,-1.0,-1.0,-1.0,-1.0,6
3000268,7.8,6.5,6.6,6.75,5.25,4.25,5.42,-1.0,-1.0,-1.0,-1.0,6
3000269,5.0,6.25,5.4,-1.0,-1.0,-1.0,-1.0,4.5,7.25,8.25,6.67,6
3000270,8.2,5.5,4.4,7.0,6.75,3.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3000271,2.8,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,5.0,-1.0,-1.0,4
3000272,7.6,7.0,5.4,-1.0,-1.0,-1.0,-1.0,5.75,7.25,9.25,7.42,6
3000273,7.2,6.0,4.4,-1.0,-1.0,-1.0,-1.0,5.0,7.75,8.5,7.08,6
3000274,6.0,7.0,8.4,-1.0,-1.0,-1.0,-1.0,6.75,6.25,9.25,7.42,6
3000275,8.4,5.75,8.4,7.5,5.25,5.25,6.0,-1.0,-1.0,-1.0,-1.0,6
3000276,4.4,6.75,4.8,-1.0,-1.0,-1.0,-1.0,4.5,6.0,8.5,6.33,6
3000277,6.0,6.75,7.6,-1.0,-1.0,-1.0,-1.0,5.5,5.75,9.0,6.75,6
3000278,4.4,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,-1.0,-1.0,4
3000279,6.4,4.0,3.4,-1.0,-1.0,-1.0,-1.0,4.75,6.0,8.25,6.33,6
3000280,4.8,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,6.0,-1.0,-1.0,4
3000281,5.6,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,4.5,-1.0,-1.0,4
3000282,6.8,6.75,7.0,-1.0,-1.0,-1.0,-1.0,6.25,6.0,8.0,6.75,6
3000283,5.6,6.0,4.2,-1.0,-1.0,-1.0,-1.0,3.5,6.0,8.25,5.92,6
3000284,6.8,5.0,3.2,4.0,5.0,4.0,4.33,-1.0,-1.0,-1.0,-1.0,6
3000285,5.8,-1.0,3.2,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000286,4.4,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.25,-1.0,-1.0,4
3000287,5.8,6.25,4.6,-1.0,-1.0,-1.0,-1.0,3.5,5.25,7.25,5.33,6
3000288,6.6,5.25,7.6,-1.0,-1.0,-1.0,-1.0,4.5,7.0,8.75,6.75,6
3000289,8.4,6.25,5.8,6.75,7.5,5.0,6.42,-1.0,-1.0,-1.0,-1.0,6
3000290,4.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,5.75,-1.0,-1.0,4
3000291,7.2,6.75,6.8,-1.0,-1.0,-1.0,-1.0,5.25,6.25,9.25,6.92,6
3000292,6.6,5.5,3.4,6.25,6.0,3.25,5.17,-1.0,-1.0,-1.0,-1.0,6
3000293,7.8,5.25,4.4,6.75,6.75,4.25,5.92,-1.0,-1.0,-1.0,-1.0,6
3000294,7.6,6.25,4.6,7.75,2.75,3.75,4.75,-1.0,-1.0,-1.0,-1.0,6
3000295,3.2,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.5,-1.0,-1.0,4
3000296,5.2,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,7.75,-1.0,-1.0,4
3000297,5.6,6.5,7.0,-1.0,-1.0,-1.0,-1.0,4.5,8.0,8.75,7.08,6
3000298,4.6,6.0,2.8,-1.0,-1.0,-1.0,-1.0,2.25,5.5,8.25,5.33,6
3000299,7.6,5.5,3.8,6.25,6.75,4.75,5.92,-1.0,-1.0,-1.0,-1.0,6
3000300,6.8,6.5,5.6,5.75,4.25,3.5,4.5,-1.0,-1.0,-1.0,-1.0,6
3000301,7.4,7.5,7.2,-1.0,-1.0,-1.0,-1.0,5.25,6.0,8.75,6.67,6
3000302,3.6,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5.0,-1.0,-1.0,4
3000303,8.0,7.0,6.2,-1.0,-1.0,-1.0,-1.0,4.75,5.75,9.0,6.5,6
3000304,7.4,7.75,7.6,-1.0,-1.0,-1.0,-1.0,5.75,5.75,7.75,6.42,6
3000305,8.4,7.5,7.8,-1.0,-1.0,-1.0,-1.0,3.5,6.5,8.75,6.25,6
3000306,4.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,5.25,-1.0,-1.0,4
3000307,6.2,6.5,5.4,-1.0,-1.0,-1.0,-1.0,3.75,6.25,8.75,6.25,6
3000308,5.2,6.25,4.0,-1.0,-1.0,-1.0,-1.0,4.5,6.25,8.25,6.33,6
3000309,6.4,6.5,6.0,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.0,6.33,6
3000310,7.8,7.0,5.2,7.25,7.25,5.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3000311,4.4,6.5,5.0,-1.0,-1.0,-1.0,-1.0,6.25,7.25,8.75,7.42,6
3000312,7.4,6.25,2.4,5.75,6.5,4.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3000313,7.2,6.25,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,7.0,9.0,7.17,5
3000314,4.2,5.0,2.6,-1.0,-1.0,-1.0,-1.0,3.75,4.25,4.5,4.17,6
3000315,8.4,7.0,6.0,6.0,6.5,4.5,5.67,-1.0,-1.0,-1.0,-1.0,6
3000316,6.0,5.25,3.2,-1.0,-1.0,-1.0,-1.0,6.0,6.75,8.0,6.92,6
3000317,8.8,7.25,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000318,7.8,5.75,6.0,6.0,6.75,4.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3000319,2.4,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,3.0,-1.0,-1.0,4
3000320,8.0,5.25,3.2,7.0,6.75,4.5,6.08,-1.0,-1.0,-1.0,-1.0,6
3000321,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,5.75,-1.0,-1.0,4
3000322,7.2,6.25,4.0,-1.0,-1.0,-1.0,-1.0,3.75,7.0,8.0,6.25,6
3000323,5.2,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.5,-1.0,-1.0,4
3000324,7.6,-1.0,-1.0,7.75,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000325,7.4,4.0,6.8,7.25,6.0,5.0,6.08,-1.0,-1.0,-1.0,-1.0,6
3000326,6.6,-1.0,-1.0,-1.0,5.75,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000327,7.2,6.0,4.8,6.25,6.75,4.5,5.83,-1.0,-1.0,-1.0,-1.0,6
3000328,8.8,6.5,7.8,-1.0,-1.0,-1.0,-1.0,6.25,6.0,8.0,6.75,6
3000329,7.6,7.0,5.2,-1.0,-1.0,-1.0,-1.0,4.0,6.75,8.5,6.42,6
3000330,4.4,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,7.0,-1.0,-1.0,4
3000331,7.4,-1.0,-1.0,4.0,6.25,6.0,5.42,-1.0,-1.0,-1.0,-1.0,4
3000332,7.4,7.5,7.4,-1.0,-1.0,-1.0,-1.0,6.75,7.5,8.5,7.58,6
3000333,6.0,3.75,4.4,4.5,3.5,4.75,4.25,-1.0,-1.0,-1.0,-1.0,6
3000334,7.8,5.5,7.8,8.25,7.75,5.25,7.08,-1.0,-1.0,-1.0,-1.0,6
3000335,7.2,6.75,6.4,-1.0,-1.0,-1.0,-1.0,3.0,5.25,8.25,5.5,6
3000336,5.8,4.25,7.0,-1.0,-1.0,-1.0,-1.0,6.5,5.25,8.75,6.83,6
3000337,6.2,7.0,6.6,-1.0,-1.0,-1.0,-1.0,7.25,8.5,9.75,8.5,6
3000338,5.8,5.75,3.4,-1.0,-1.0,-1.0,-1.0,4.75,5.75,9.75,6.75,6
3000339,5.0,4.75,3.8,-1.0,-1.0,-1.0,-1.0,7.25,7.5,9.0,7.92,6
3000340,3.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,3.75,-1.0,-1.0,4
3000341,3.4,2.0,2.6,-1.0,-1.0,-1.0,-1.0,3.25,6.0,5.25,4.83,6
3000342,8.6,5.75,5.6,8.0,7.5,4.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3000343,5.0,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,4.0,-1.0,-1.0,4
3000344,8.8,4.75,7.4,6.75,4.5,3.5,4.92,-1.0,-1.0,-1.0,-1.0,6
3000345,7.0,6.75,2.2,-1.0,-1.0,-1.0,-1.0,4.5,6.0,7.5,6.0,6
3000346,8.6,5.0,4.4,8.0,7.25,5.5,6.92,-1.0,-1.0,-1.0,-1.0,6
3000347,5.8,6.0,2.8,-1.0,-1.0,-1.0,-1.0,2.75,5.75,6.75,5.08,6
3000348,4.4,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.5,-1.0,-1.0,4
3000349,6.8,6.25,4.6,-1.0,-1.0,-1.0,-1.0,6.5,7.25,9.5,7.75,6
3000350,8.2,5.0,4.0,7.5,6.0,4.75,6.08,-1.0,-1.0,-1.0,-1.0,6
3000351,7.2,7.75,8.2,-1.0,-1.0,-1.0,-1.0,6.0,6.5,8.75,7.08,6
3000352,4.6,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,6.25,-1.0,-1.0,4
3000353,6.4,5.25,3.2,4.0,3.25,5.0,4.08,-1.0,-1.0,-1.0,-1.0,6
3000354,5.0,3.75,3.6,2.5,4.25,4.75,3.83,-1.0,-1.0,-1.0,-1.0,6
3000355,3.4,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,5.25,-1.0,-1.0,4
3000356,5.6,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,6.75,-1.0,-1.0,4
3000357,7.6,5.75,4.2,7.75,6.75,5.75,6.75,-1.0,-1.0,-1.0,-1.0,6
3000358,6.2,5.75,2.2,-1.0,-1.0,-1.0,-1.0,4.0,5.75,8.5,6.08,6
3000359,5.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5.5,-1.0,-1.0,4
3000360,7.6,5.25,4.0,7.25,7.5,5.0,6.58,-1.0,-1.0,-1.0,-1.0,6
3000361,8.2,6.5,4.8,6.75,6.5,4.5,5.92,-1.0,-1.0,-1.0,-1.0,6
3000362,5.0,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.5,-1.0,-1.0,4
3000363,5.6,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6.25,-1.0,-1.0,4
3000364,6.4,6.5,5.8,-1.0,-1.0,-1.0,-1.0,3.75,6.75,8.25,6.25,6
3000365,7.0,5.75,2.8,5.5,4.0,3.0,4.17,-1.0,-1.0,-1.0,-1.0,6
3000366,9.2,5.25,4.4,5.75,8.25,9.5,7.83,-1.0,-1.0,-1.0,-1.0,6
3000367,6.6,6.0,4.2,5.25,7.0,3.75,5.33,-1.0,-1.0,-1.0,-1.0,6
3000368,3.6,-1.0,-1.0,-1.0,3.75,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000369,8.4,6.75,5.4,6.25,8.75,4.75,6.58,-1.0,-1.0,-1.0,-1.0,6
3000370,2.6,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.75,-1.0,-1.0,4
3000371,7.4,4.75,2.4,-1.0,-1.0,-1.0,-1.0,4.5,6.75,7.5,6.25,6
3000372,7.4,6.5,6.6,-1.0,-1.0,-1.0,-1.0,4.0,7.5,7.75,6.42,6
3000373,7.6,6.5,6.2,6.75,3.25,4.25,4.75,-1.0,-1.0,-1.0,-1.0,6
3000374,6.2,6.25,6.8,-1.0,-1.0,-1.0,-1.0,4.0,7.5,9.0,6.83,6
3000375,7.8,5.5,3.0,4.25,7.0,6.0,5.75,-1.0,-1.0,-1.0,-1.0,6
3000376,6.8,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.25,-1.0,-1.0,4
3000377,6.8,5.75,5.0,-1.0,-1.0,-1.0,-1.0,5.75,5.5,9.0,6.75,6
3000378,8.4,5.0,4.2,6.25,5.75,3.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3000379,6.4,6.0,5.6,-1.0,-1.0,-1.0,-1.0,6.0,7.0,8.75,7.25,6
3000380,7.8,5.0,5.6,6.5,6.25,4.25,5.67,-1.0,-1.0,-1.0,-1.0,6
3000381,6.4,5.5,3.6,-1.0,-1.0,-1.0,-1.0,3.25,7.0,7.75,6.0,6
3000382,4.6,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.25,-1.0,-1.0,4
3000383,8.0,8.5,7.6,-1.0,-1.0,-1.0,-1.0,7.5,7.75,10.0,8.42,6
3000384,7.6,6.0,4.4,7.5,6.75,4.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3000385,6.6,7.5,6.6,-1.0,-1.0,-1.0,-1.0,3.0,6.25,8.25,5.83,6
3000386,5.0,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.75,-1.0,-1.0,4
3000387,6.4,6.0,4.8,-1.0,-1.0,-1.0,-1.0,4.75,7.25,8.5,6.83,6
3000388,5.8,5.75,4.8,-1.0,-1.0,-1.0,-1.0,5.75,6.0,8.5,6.75,6
3000390,6.2,6.0,5.6,-1.0,-1.0,-1.0,-1.0,5.25,6.0,7.75,6.33,6
3000391,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,6.0,-1.0,-1.0,4
3000392,7.6,7.25,5.6,6.5,7.0,5.5,6.33,-1.0,-1.0,-1.0,-1.0,6
3000393,6.0,7.75,7.4,-1.0,-1.0,-1.0,-1.0,7.75,6.75,9.75,8.08,6
3000395,6.6,6.25,5.6,3.25,6.5,3.0,4.25,-1.0,-1.0,-1.0,-1.0,6
3000396,7.0,6.5,6.4,6.5,2.75,4.75,4.67,-1.0,-1.0,-1.0,-1.0,6
3000397,5.8,3.75,2.8,-1.0,-1.0,-1.0,-1.0,2.75,4.5,7.0,4.75,6
3000398,7.4,5.0,5.2,5.5,5.75,5.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3000399,3.8,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,4.25,-1.0,-1.0,4
3000400,6.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.0,-1.0,-1.0,4
3000401,6.8,6.0,5.6,5.25,7.75,6.75,6.58,-1.0,-1.0,-1.0,-1.0,6
3000402,6.8,5.75,7.2,-1.0,-1.0,-1.0,-1.0,4.25,7.5,9.5,7.08,6
3000403,8.2,7.25,7.8,4.5,4.25,4.75,4.5,-1.0,-1.0,-1.0,-1.0,6
3000404,8.6,5.5,7.8,6.75,7.5,7.5,7.25,-1.0,-1.0,-1.0,-1.0,6
3000405,8.0,8.25,9.6,-1.0,-1.0,-1.0,-1.0,8.0,7.0,9.0,8.0,6
3000406,7.4,5.75,3.0,5.25,7.0,6.75,6.33,-1.0,-1.0,-1.0,-1.0,6
3000407,5.0,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,5.5,-1.0,-1.0,4
3000408,6.8,7.0,7.4,7.5,3.75,4.75,5.33,-1.0,-1.0,-1.0,-1.0,6
3000409,3.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,4.5,-1.0,-1.0,4
3000410,5.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.0,-1.0,-1.0,4
3000411,8.8,6.25,5.0,7.25,6.75,4.0,6.0,-1.0,-1.0,-1.0,-1.0,6
3000412,8.0,-1.0,-1.0,-1.0,6.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000413,7.2,5.25,4.0,5.25,5.5,3.75,4.83,-1.0,-1.0,-1.0,-1.0,6
3000414,5.0,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,-1.0,-1.0,4
3000415,8.0,6.25,6.4,5.75,6.0,5.0,5.58,-1.0,-1.0,-1.0,-1.0,6
3000416,6.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,-1.0,-1.0,4
3000417,5.6,6.5,4.4,-1.0,-1.0,-1.0,-1.0,4.75,6.75,8.0,6.5,6
3000418,7.0,6.25,6.6,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.75,6.58,6
3000419,8.6,4.5,8.8,6.5,7.75,5.25,6.5,-1.0,-1.0,-1.0,-1.0,6
3000420,7.8,5.75,3.6,-1.0,-1.0,-1.0,-1.0,5.75,8.5,9.5,7.92,6
3000421,7.8,6.0,3.0,6.5,6.5,4.5,5.83,-1.0,-1.0,-1.0,-1.0,6
3000422,4.4,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,5.5,-1.0,-1.0,4
3000423,7.8,6.0,6.0,-1.0,-1.0,-1.0,-1.0,5.75,6.25,9.25,7.08,6
3000424,6.4,4.5,4.0,-1.0,-1.0,-1.0,-1.0,3.5,5.75,8.0,5.75,6
3000425,3.4,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,4.25,-1.0,-1.0,4
3000426,5.6,6.25,4.0,3.25,4.0,4.5,3.92,-1.0,-1.0,-1.0,-1.0,6
3000427,6.8,6.0,6.6,-1.0,-1.0,-1.0,-1.0,7.25,7.75,9.25,8.08,6
3000428,7.4,6.0,5.2,6.75,7.0,4.75,6.17,-1.0,-1.0,-1.0,-1.0,6
3000429,7.8,5.0,2.6,6.0,7.0,3.0,5.33,-1.0,-1.0,-1.0,-1.0,6
3000430,6.8,8.0,6.4,-1.0,-1.0,-1.0,-1.0,5.0,6.5,9.0,6.83,6
3000431,8.0,8.5,6.6,-1.0,-1.0,-1.0,-1.0,8.5,6.5,7.75,7.58,6
3000432,6.2,7.25,3.4,-1.0,-1.0,-1.0,-1.0,3.0,6.75,6.25,5.33,6
3000433,5.2,-1.0,-1.0,5.75,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000434,7.4,6.5,3.8,-1.0,-1.0,-1.0,-1.0,4.25,6.0,8.75,6.33,6
3000435,5.2,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,5.5,-1.0,-1.0,4
3000436,8.0,7.25,5.0,-1.0,-1.0,-1.0,-1.0,4.0,6.0,8.5,6.17,6
3000437,7.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,7.5,-1.0,-1.0,4
3000438,8.2,5.5,4.0,7.25,6.0,4.75,6.0,-1.0,-1.0,-1.0,-1.0,6
3000439,6.6,7.25,7.6,-1.0,-1.0,-1.0,-1.0,3.75,5.5,8.5,5.92,6
3000440,6.8,6.0,6.2,-1.0,-1.0,-1.0,-1.0,3.75,6.0,8.0,5.92,6
3000441,2.8,5.5,3.0,-1.0,-1.0,-1.0,-1.0,5.0,5.25,7.5,5.92,6
3000442,6.0,6.75,5.8,-1.0,-1.0,-1.0,-1.0,6.75,5.75,9.0,7.17,6
3000443,7.6,6.25,6.8,5.0,3.25,4.5,4.25,-1.0,-1.0,-1.0,-1.0,6
3000444,7.2,5.75,7.0,8.0,6.75,4.5,6.42,-1.0,-1.0,-1.0,-1.0,6
3000445,7.4,7.0,6.2,-1.0,-1.0,-1.0,-1.0,4.75,6.75,9.25,6.92,6
3000446,7.0,7.25,7.0,-1.0,-1.0,-1.0,-1.0,4.75,7.0,9.0,6.92,6
3000447,8.4,5.0,9.4,8.25,5.0,5.75,6.33,-1.0,-1.0,-1.0,-1.0,6
3000448,7.6,7.5,7.6,-1.0,-1.0,-1.0,-1.0,5.75,7.25,8.5,7.17,6
3000449,6.8,6.25,8.2,-1.0,-1.0,-1.0,-1.0,5.0,6.5,8.5,6.67,6
3000450,7.2,7.5,6.8,-1.0,-1.0,-1.0,-1.0,5.25,5.75,8.75,6.58,6
3000451,4.6,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,6.25,-1.0,-1.0,4
3000452,5.2,4.75,3.8,-1.0,-1.0,-1.0,-1.0,4.25,6.0,8.5,6.25,6
3000453,7.8,5.75,7.2,-1.0,-1.0,-1.0,-1.0,5.25,5.75,8.75,6.58,6
3000454,6.8,4.25,3.0,6.75,5.0,3.0,4.92,-1.0,-1.0,-1.0,-1.0,6
3000455,6.8,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,7.25,-1.0,-1.0,4
3000456,5.2,4.25,3.4,-1.0,-1.0,-1.0,-1.0,3.75,5.0,7.0,5.25,6
3000457,4.6,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,4.75,-1.0,-1.0,4
3000458,7.8,6.25,9.2,6.75,5.75,5.75,6.08,-1.0,-1.0,-1.0,-1.0,6
3000459,3.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.25,5.0,-1.0,-1.0,4
3000460,4.8,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6.25,-1.0,-1.0,4
3000461,7.4,-1.0,-1.0,7.5,5.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000462,6.6,7.0,2.8,5.25,4.75,3.75,4.58,-1.0,-1.0,-1.0,-1.0,6
3000463,7.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,8.0,8.5,7.83,5
3000464,7.4,6.5,2.8,5.75,6.5,3.75,5.33,-1.0,-1.0,-1.0,-1.0,6
3000465,9.6,6.5,5.8,9.0,7.5,4.5,7.0,-1.0,-1.0,-1.0,-1.0,6
3000466,7.0,6.25,5.6,7.5,3.25,3.75,4.83,-1.0,-1.0,-1.0,-1.0,6
3000467,8.0,4.0,5.8,6.25,1.25,1.75,3.08,-1.0,-1.0,-1.0,-1.0,6
3000468,3.4,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.75,6.25,-1.0,-1.0,4
3000469,8.0,6.0,7.2,6.75,8.0,5.5,6.75,-1.0,-1.0,-1.0,-1.0,6
3000470,8.4,4.25,4.8,7.0,7.5,3.5,6.0,-1.0,-1.0,-1.0,-1.0,6
3000471,8.4,5.75,9.0,5.25,4.25,4.75,4.75,-1.0,-1.0,-1.0,-1.0,6
3000472,4.6,4.75,3.4,-1.0,-1.0,-1.0,-1.0,4.75,5.5,6.5,5.58,6
3000473,5.2,4.5,3.0,-1.0,-1.0,-1.0,-1.0,4.5,6.25,8.0,6.25,6
3000474,6.8,6.75,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000475,6.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,5.5,-1.0,-1.0,4
3000476,4.6,6.0,4.2,-1.0,-1.0,-1.0,-1.0,4.0,7.0,7.25,6.08,6
3000477,5.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,4.75,-1.0,-1.0,4
3000478,6.8,4.5,3.0,-1.0,-1.0,-1.0,-1.0,3.0,7.5,9.25,6.58,6
3000479,3.2,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,5.0,-1.0,-1.0,4
3000480,4.2,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.25,-1.0,-1.0,4
3000481,4.4,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,4.25,-1.0,-1.0,4
3000482,2.6,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,2.75,-1.0,-1.0,4
3000483,6.4,3.25,3.8,-1.0,-1.0,-1.0,-1.0,3.25,5.5,7.5,5.42,6
3000484,6.0,7.0,4.8,-1.0,-1.0,-1.0,-1.0,3.0,6.5,8.25,5.92,6
3000485,8.8,-1.0,-1.0,8.25,9.0,4.75,7.33,-1.0,-1.0,-1.0,-1.0,4
3000486,7.0,8.25,8.8,-1.0,-1.0,-1.0,-1.0,8.25,7.25,9.25,8.25,6
3000487,7.4,7.75,7.6,-1.0,-1.0,-1.0,-1.0,5.0,6.5,9.25,6.92,6
3000488,6.8,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.75,7.5,7.0,6.42,5
3000489,7.6,6.25,5.8,6.75,3.75,4.5,5.0,-1.0,-1.0,-1.0,-1.0,6
3000490,5.8,7.25,5.0,-1.0,-1.0,-1.0,-1.0,4.25,7.5,8.25,6.67,6
3000491,8.0,-1.0,-1.0,-1.0,7.75,7.25,-1.0,-1.0,-1.0,-1.0,-1.0,3
3000492,6.2,6.25,3.4,-1.0,-1.0,-1.0,-1.0,7.5,7.75,8.5,7.92,6
3000493,6.6,7.0,8.2,-1.0,-1.0,-1.0,-1.0,6.0,7.25,8.75,7.33,6
3000494,6.6,6.5,4.8,-1.0,-1.0,-1.0,-1.0,3.0,6.25,8.5,5.92,6
3000495,6.8,6.75,6.4,-1.0,-1.0,-1.0,-1.0,6.75,6.75,9.25,7.58,6
3000496,8.0,8.0,5.6,-1.0,-1.0,-1.0,-1.0,4.5,7.5,9.0,7.0,6
3000497,7.8,4.75,3.0,7.75,5.5,4.75,6.0,-1.0,-1.0,-1.0,-1.0,6
3000498,5.0,5.5,6.0,-1.0,-1.0,-1.0,-1.0,6.0,6.5,8.5,7.0,6
3000499,6.6,6.5,3.2,-1.0,-1.0,-1.0,-1.0,3.75,5.75,9.5,6.33,6
3000500,6.6,7.25,5.2,-1.0,-1.0,-1.0,-1.0,5.5,5.75,7.5,6.25,6
